Date,Rating,Title,Opinion,Attraction
3 de mayo de 2018,40,Muy rico!,"Compramos un pastel y un muffin para llevar a la playa, todo muy rico y buen precio. La panadería está sobre la calle principal, muy recomendado!",Restaurant
16 de abril de 2018,40,Bollos con crema muy ricos,"Recorriendo el centro de Varadero, encontramos la panadería Doña Neli. si no me equivoco, hay más de una en el centro. Probamos algunos bollos con crema, muy ricos. Es recomendable.",Restaurant
20 de septiembre de 2019,10,Fatal,"Terrible lugar, desde el mal trato hasta la poca variedad que hay de nada. Este lugar solía ser famoso por los dulces varados y deliciosos cuando se creó, ahora con la excusa del bloqueo nadie quiere trabajar bien y se regodean de ser víctimas del...Más",Restaurant
15 de enero de 2018,40,Pan y snacks a buen precio,"Como todo Varadero no hay gran lujo en su tienda, así que nada mas al entrar te transportas a los años 90´s, el servicio es medio, pero definitivamente tienen los mejores pastelitos de varadero, y además venden agua, refrescos y botanas de la región. Buen...Más",Restaurant
25 de noviembre de 2017,50,Rico Pan,"este lugar se encuentra en el centro de varadero con muy buena opcion, puedes comer comidas rapidas, comprar dulces,pan,o obtener cosas necesarias del minimercadito.",Restaurant
28 de agosto de 2017,30,una parada para snacks,"este lugar se caracteriza por venta de panes y dulces. Esta ubicado en el cenro de Varadero, y tiene un area externa para sentarse",Restaurant
17 de julio de 2017,50,Pan y dulces excelentes,"No solo piense en comprar pan, hay de todo, para comer y para llevar como decimos en Cuba, tan bueno es el pan como los dulces, en fin, todo... Ojo con la dieta antes de entrar ahi",Restaurant
13 de junio de 2017,50,Dulces y panes.,"En este lugar encontrara de todo, personal agradable y siempre atentos a su solicitud, dulces, panes bocadillos, con buena calidad.",Restaurant
14 de marzo de 2017,40,"Comer dulces, y tomar líquidos en el calor de Varadero es posible...","Buen espacio, para hacer una parada en el calor de Varadero. Céntrico, con variedad de dulces cubanos y fóraneos.",Restaurant
27 de febrero de 2017,40,Exquicitos dulces,Puedes llegas y disfrutar de exquicitos y finos duces cubanos y de corte internacional. Es un sitio de excelente reportería y bebidas refrescantes.,Restaurant
15 de febrero de 2017,20,mal servicio,"no saben atender a los clientes, realmente es desagradable comprar aquí y los dulces no tiene ningún encanto",Restaurant
4 de noviembre de 2016,40,Dulces y panes para disfrutar,"amplia oferta de panes y repostería, además de bebidas alcohólicas y no alcohólicas, en el entro de Varadero",Restaurant
2 de noviembre de 2016,20,Faltaba sabor,"Fui y consumí unos bizcochuelos y estaban secos, la señora que atendia no tenía buen genio y era bastante lenta.",Restaurant
30 de septiembre de 2016,30,deliciosos los dulces.....,"nos gustan mucho los dulces de alli,pero la limpieza no es buena y creo que debe estar mejor organizado el local ,esta falto de pintura y decoracion.Por el resto todo bien.",Restaurant
19 de septiembre de 2016,10,De Doña nada,"Practicamente los dulces son importados, la variedad de panes, dulces es pesima y la calidad entorno a lo peor, la ambientacion del lugar igual, poca higiene",Restaurant
30 de julio de 2016,40,"rico, rico","después de varios días sin encontrar panaderías como en argentina, logramos este hallazgo, los panes no solo son sabrosos , sino que se conservan frescos por mucho tiempo, esta abierto casi hasta las 2 de la mañana",Restaurant
24 de mayo de 2016,40,pan rico,"en esta panaderia se hace un pan en bolsa que es muy rico y sabroso, no dejes de comp rar este tipo de pan que para la hamburguesa va muy bien",Restaurant
15 de enero de 2016,30,abierto 24H,"es sin duda un lugar de encuentro para los cubanos , esta abierto todo el tiempo el servicio es normal y muy basico , no esperen sean tratados como un 5 estrellas por que el lugar no esta habilitado, pero las dependientes son muy simpaticas",Restaurant
6 de enero de 2016,40,buenos dulces,"Venden acá buenos dulces cubanos, con buena variedad. No es muy cara y está muy bien ubicada, a pocos metros de la playa.",Restaurant
28 de noviembre de 2015,50,Riquísimos panes y otros dulces!!!,"Esta panadería es la más popular y conocida de Varadero, no dejes de probar su pan fresco y los dulces que hacen ahí. A mí me encantan los cabezotes!!!",Restaurant
10 de noviembre de 2015,40,las mejores panaderias de Cuba,"Las panaderias Doña nelli son del estado, consecionadas y en todo cuba o por lo menos en sus ciudades mas grandes, se puede encontrar una, lo unico es que se vende en CUC...",Restaurant
1 de septiembre de 2015,50,Buen servicio,"Los mejores dulces del mundo lo ofertan en este luga, con vista a la avenida primera de varadero. Además, puedes disfrutar allí de bebidas refrescantes, pizzas y otras golosinas.",Restaurant
31 de julio de 2015,40,Buen lugar: oferta y servicio,"Siempre encuentro alli, en mi estancia en Varadero, lo que necesito: panes, dulces, etc. Llego hasta alli en busca del pan del desayuno de mis hijos. Me gusta mucho.",Restaurant
24 de junio de 2015,20,Las moscas,Las moscas y las cucarachas las vi caminar por encima de los paquetes de pan. Las condiciones de higiene eran pésimas. La atención de los dependientes era buena.,Restaurant
19 de marzo de 2015,30,nada especial,"Debo reconocer que no he encontrado una panadería en Cuba que satisfaga el deseo de comer algo rico, Doña Neli me pareció normal, ni excelente ni tampoco malo, estoy acostumbrada a otra cosa.",Restaurant
9 de marzo de 2015,30,Panaderia no tan buen,"Esta panaderia dulceria realmente deja un poco que desear, el servicio no es buena, ademas la calidad de los dulces tampoco, no la recomiendo",Restaurant
14 de enero de 2020,30,Es una panadería abierta las 24 horas.,"Un montón de pan y bollos, además de un puñado de dulces que me parecen demasiado dulces y blandos para mis gustos.",Restaurant
22 de octubre de 2019,50,Buena comida,"Las bebidas y la comida son bastante buenas, el servicio también fue muy bueno. Tienen un menú decente y muchas bebidas.",Restaurant
23 de abril de 2019,50,Fantástico,Excelente servicio y la camarera fue divertida con humor nos ayudó a decidir sobre pasteles fue una gran experiencia,Restaurant
25 de junio de 2017,50,Gran panadería,Paramos aquí para pan y bollería increíblemente fresca. Tienen asientos o se puede llevar.,Restaurant
20 de julio de 2016,40,Buena pizza tarde por la noche,"Parada allí después de una noche de una casa de la musica, empleados muy agradable, buena pizza cubana, el lugar no es lujoso pero abierto hasta tarde y las chicas eran muy agradable para nuestro gran grupo, algunas cervezas importadas y refrescos están disponibles",Restaurant
3 de septiembre de 2015,50,Pan de pan de pan,El pan era genial y recién horneados. Es mejor que la comida en los restaurantes en Cuba que sirven desagradable menú!,Restaurant
3 de junio de 2015,50,Delicioso,Este lugar tiene productos recién horneados y está abierto 24/7. Alquilé un apartamento a la vuelta de la esquina y encontrar yo abandonarse a menudo en sus pasteles.,Restaurant
14 de marzo de 2015,50,Pan increíble,"Realmente disfrutamos el pan aquí. Nos gustaría comprar una bolsa de 16 CUC y panecillos por 1,50 si pedimos la bolsa más frescos, que no nos decepcionó. Era tan duro, delicioso, sabrosa y barato (comparado con los precios cerca de los resorts!)",Restaurant
18 de diciembre de 2021,30,Trato mui bueno,Toda la comida muy bien menos unas fajitas que nos pusieron que estaba muy salada el precio muy alto una cerveza son $5 no salió cenar 97 dólares 2 adultos y dos niños,Restaurant
6 de marzo de 2020,30,Lugar donde no hay comida al carbón,Queriamos probar comida al carbón y fuimos a probar a este lugar. Donde no habia comida al carbón. La limonada era sintética. Los precios super altos. Los trabajadores con desanimo.no volvería,Restaurant
6 de mayo de 2019,50,Cocina de calidad,Buena cocina y buena musica ... el personal es muy amable y sabe aconsejarte bien ... Pescado fresco y saludable . Lo aconsejo .,Restaurant
14 de marzo de 2019,50,Lugar y comida excelente,"Decidí celebrar mi cumpleaños en este magnífico lugar, desde luego quede encantado tanto por el lugar como por la comida, todo fue estupendo. Típico Cubano, lo recomiendo al 100%. Cualquier duda me contactáis.",Restaurant
28 de noviembre de 2018,50,Musica y pariada. Gran experiencia romántica!,El mejor restaurante de la ciudad con gran calidad y cantidad. Cocinado a la plancha! ! Muy buen padeo Mariachis increíbles! ! Una buena manera de descubrir un barrio diferente.,Restaurant
11 de noviembre de 2018,50,La mejor comida de cuba.,"El camarón asado en mantequilla de ajo fue increíble. Lugar maravilloso, gente amable y la comida era excepcional. Fueron largos días conduciendo desde La Habana, pero este restaurante y la playa cercana valieron la pena.",Restaurant
11 de agosto de 2022,50,Magnífico,"Nuevamente en el lugar, me encanta, lo recomiendo mucho . El servicio espectacular, los tragos y las comidas excelente 👌. St. Pauli me fascina . Gracias por el día tan bello que pasamos allí",Restaurant
16 de abril de 2022,50,Lo mejor,"Uno de los mejores restaurantes, con un servicioy una comida espectacular,una cocteleria impecable , muy recomendado. El mejor restaurante de santiago de cuba",Restaurant
23 de marzo de 2022,50,"Segunda vez en el sitio la comida sigue siendo espectacular, el.bar pésimo,no dominan la elaboración de muchos cócteles y forma","El restaurante espectacular, el bar, pésimo no dominan las técnicas de elaboración, la atención del VIP no es muy buena",Restaurant
8 de enero de 2021,50,Excelente comida fuimos en,Excelente comida fuimos en familia es la segunda ves que lo visito y la verdad que todo muy genial el servicio la calidad del producto y el bar súper sensacional,Restaurant
11 de diciembre de 2019,40,En mi opinión el mejor Restaurante de Santiago,"En mi opinión el mejor Restaurante de Santiago, no es barato, pero la carta es amplia, el servicio es bueno y esta en Enramada muy a la mano de todo",Restaurant
6 de diciembre de 2019,30,Normalito,"Fuimos poruq abria hasta tarde, camarones teriyaki y pollo con miel y canela, bien, escasito. Buen sabor y atención pero no para estar en el top del ranking.",Restaurant
17 de noviembre de 2019,30,Algo bien normalito!!!,"Llegue a este rest mediante esta pagina. Es el numero 1 en el raking de rest en Santiago, sinceramente esperaba otra cosa!! En lo personal, no me gusto.",Restaurant
13 de noviembre de 2019,50,Exquisito!,"Excelente cocina cubana e internacional, el servicio muy atento y rápido. Buena ubicación para dar una vuelta luego de cenar.",Restaurant
7 de noviembre de 2019,50,FABULOSO,"Siempre que visito Santiago de Cuba, este es mi sitio para almorzar, alli me siento como en familia. Las atenciones, el sabor criollo y super exquisito para el paladar, gran variedad de platos, la comida es abundante. Lo recomiendo 100 %.",Restaurant
3 de septiembre de 2019,50,Excelente,"Muy buena comida, excelente cocina, preparación y presentación. Hay una buena correspondencia entre la calidad y el precio. Lo aconsejo.",Restaurant
18 de agosto de 2019,50,Buen lugar para diversión,"Buena música, seguridad, entretenimiento. Buen lugar para compartir en grupo. El Dj es original. En el centro de Santiago de Cuba. A solo una caudra de plaza de marte.",Restaurant
8 de agosto de 2019,50,Cenando en St.Pauli,Nosotros cenamos en St. pauli muy rico todo la atención y la profesionalidad de las camareras increíble!! Muy bueno. Lo unico q pondría fuese aire acondicionado porq por mas ventiladores q hayan al ser un espacio cerrado hay calor. Por lo demas 👍👍,Restaurant
27 de febrero de 2019,40,EXCELENTE COMIDA,"Deliciosa la comida, buen servicion y menú muy variado y de buen nivel. El pulpo realmente exquisito, el mejor lugar en S de Cuba para comer sin lugar a dudas.",Restaurant
2 de septiembre de 2018,50,"""La mejor paladar de Santiago de Cuba""","La comida, la atención, los platos bien servidos y de muy buena elaboración. Recomendado 100%. Espero repetir la visita",Restaurant
27 de agosto de 2018,30,Buen sitio,"La comida aceptable, buen local, buena atención con los clientes, algo demorado, aún deben profesionalizarse mejor para garantizar la gama de servicios que se proponen",Restaurant
28 de julio de 2018,40,bueno,Me gusta mucho el bar en el se puede disfrutar de tranquilidad confort y privacidad al lado de tu pareja un buen dia en la cuidad de Santiago de Cuba,Restaurant
8 de julio de 2018,40,Correcto.,"Visitè el paoli porque estaba el numero 1 en tripadvisor.la comida bien,y el servicio bien.pero no mucho mas que agregar del sitio.nada especial.",Restaurant
24 de mayo de 2018,50,Un lugar distinto con una disco muy linda,"Comida muy rica, precios razonables, variedad, buena atención, lindo lugar!Ofrece platos diferentes, no sólo la típica comida Cubana. Entramos a la disco y también nos gustó mucho",Restaurant
22 de mayo de 2018,50,Comida muy original,"Comimos genial. Comida muy muy original. Cerca de la plaza de Marte. Precio de un entrante, dos platos principales, dos postres y cinco bebidas por unos 35€. El sitio original. El servicio perfecto.",Restaurant
14 de octubre de 2017,50,Espectacular!!!!,"Sinceramente unos de los mejores lugares d Santiago por no decir el mejor, comida exquisita, atención d 10, el clima relax en fin, no dejen q se lo cuenten hagan la visita les aseguro q no se arrepentirán.",Restaurant
31 de mayo de 2017,30,Normal,"Es un restautante muy lindo, pero no me parece acorde los precios con laa calidad de la comida, todo esta muy caro.",Restaurant
28 de febrero de 2017,50,Oasis Gastronómico,"Pocos lugares en toda la isla de Cuba ofrecen la calidad y el servicio de este restaurant. En un ambiente acogedor y sin pretensiones cenar pulpo, lasagna de berenjena y calamares en su tinta son un bálsamo dentro de la a veces monotona comida cubano-caribeña.",Restaurant
26 de febrero de 2017,50,Exclusivo !!!!!!!,"Excelente , variada oferta donde descubres diversos sabores solo de este emblematico restaurante .çSi visita Santiago de Cuba no pierda la oportunidad de visitar este sitio.",Restaurant
25 de enero de 2017,50,Muy bueno.,"Comida muy variada, excelente elaboración, muy buena atención.El plato mas caro es la langosta, aproximadamente 15 cuc, asi que no es tan caro comparado con otros restautantes. Camarones 7 y los otros platos, ropa vieja por ejemplo menos de 6.",Restaurant
19 de enero de 2017,40,Buena elaboracion y presentacion de los platos.,"Ubicación céntrica en la provincia de Santiago de Cuba, este restaurante ofrece servicio de bar-restaurante de buena calidad.",Restaurant
15 de noviembre de 2016,50,PERFECTO,"De lo mejor en cuanto a calidad, precio, variedad, ubicación..y el lugar es inmejorable. Fuimos varias veces porque nos lo recomendaron y nos encantó.",Restaurant
4 de noviembre de 2016,50,Excelente ambiente,"Nos gusta este lugar no solo por su comida y servicio, sino por su ambiente agradable y acogedor. Volveremos. 100 % recomendable",Restaurant
17 de octubre de 2016,50,El mejor restaurantes que he asistido en cuba.,"Lo mejor de santiago en comida y bar. Y el bar para bailarhasta la madrugada. Un trato muy agradable, la cocina maravillos la comida exquisita, lo visite la semana entera.",Restaurant
30 de septiembre de 2016,50,A tener en cuenta,"El mejor sitio en el que comimos en Cuba. Presentación muy buena, buen sabor y un precio más que competitivo con respecto a los restaurantes de la zona. Las costillas St Pauli son excelentes.",Restaurant
17 de enero de 2016,30,Buen sitio para cenar,"Buen restaurante en santiago, con buena relacion calidad precio. Pedimos costilla de cerdo st pauli y ropa vieja. Estaba todo muy bueno y el servicio atento y amable. No es un sitio memorable, pero esta muy bien.",Restaurant
18 de agosto de 2015,50,Excelente lugar y comida,"Excelente servicio, excelente comida muy buena y un trato especial lo recomiendo es lo mejor que hay en Santiago actualmente",Restaurant
5 de junio de 2015,40,De lo mejor de Santiago,Muy aconsejable. Se sale de la mecridad con platos de una cierta originalidad dentro de las limitaciones en viveres que existen en Cuba.,Restaurant
9 de octubre de 2014,50,Fenomenal,"Estoy de acuerdo con la opinión positiva de este encantador lugar, además conozco personalmente a sus dueños y sobre toda el excelente sazón de la patrona. Crean me que sera mi primera visita al llegar va Santiago de Cuba",Restaurant
27 de julio de 2014,40,Muy bueno,"Un buen ambiente donde podes disfrutar de la comida y tragos. Buena calidad todo, muy buena atención.",Restaurant
14 de junio de 2014,50,CALIDAD Y PRECIO EXCELENTES,"Buena elaboración, personal encantador, recomendable para familia con niños, los postres excelentes.",Restaurant
10 de marzo de 2019,40,Buen almuerzo,Mi esposo y mis dos hijas adolescentes y yo visitamos este lugar para almorzar mientras estábamos en un recorrido por la agencia ViajesVintage y comimos un delicioso almuerzo. El servicio es muy bueno y los precios son caros. Es una buena opción.,Restaurant
18 de febrero de 2019,50,Excelente almuerzo aqui,"Disfrutamos de nuestro almuerzo en este lugar, los precios muy bien, lo único es que hay mucha comida para un solo preson. Gracias por nuestro almuerzo.",Restaurant
18 de junio de 2018,50,Caminar por la hermosa calle bordeada de mural este tesoro escondido.,"Cada vez que voy allí estoy más impresionado. Los lugareños y turistas cenar en este lugar y es, tiene un ambiente agradable upclass y comida deliciosa. El servicio es increíble y están atentos a sus peticiones.",Restaurant
28 de abril de 2018,50,La mejor comida en Cuba,Esta comida era la mejor que había en Cuba. El menú es muy moderno con el tradicional toque caribeño. El servicio era bueno y agradable y le encanta el hall de entrada!,Restaurant
14 de abril de 2018,40,Creo que las excelentes críticas,"Si sólo tiene un corto tiempo en Santiago de Cuba, hacen de este uno de sus lugares para comer una comida. De lejos, el mejor sitio donde comimos. Los precios eran mucho mejor de lo que esperábamos para este nivel de calidad.",Restaurant
15 de julio de 2017,50,Mejor en Santiago,"Uno de los mejores restaurantes que fui en Cuba. Buena comida, calidad, no como en el mega porciones habituales restaurantes cubanos. Vine dos veces. Buena relación calidad-precio.",Restaurant
18 de junio de 2017,50,Increíble!!!,Una de las mejores comidas de todo mi viaje cuba! ! Gran ambiente. Lugar pintoresco pequeño y acogedor en el centro de Santiago. Realmente imprescindible si estás en esta bonita ciudad.,Restaurant
29 de mayo de 2017,50,Uno de los mejores de Santiago,"Pro: El restaurante es moderno y fresco, varios menú, buen servicio, platos abundantes, increíble zumos de fruta fresca desventajas: muy caliente (hay algunos ventiladores pero no aire acondicionado), un poco caro y el servicio muy lento",Restaurant
24 de marzo de 2017,30,"Buen lugar, pero puede ser mejor","Yo no voy al restaurante, pero a la pequeña parte de discoteca. El lugar tiene buen movimiento para pocos encargado es tomar un tiempo para conseguir tus bebidas, especialmente después de las 12:00 am cuando se llena",Restaurant
23 de marzo de 2017,40,Buena comida en Cuba!,"Es difícil encontrar estos tipos de restaurantes en Cuba donde sabe la comida buena, hay una gran variedad de y además parece buena. Estábamos muy positivamente impresionados con nuestra cena.",Restaurant
21 de marzo de 2017,50,Excursión de crucero adonia,"Tuvimos una comida maravillosa, una cubana con influencia. Teniendo en cuenta el tamaño de nuestro grupo, el servicio era genial! Los camareros eran muy atentos y los propietarios muy acogedor. Recomiendo este restaurante a todo aquel que vaya a Santiago de Cuba!",Restaurant
15 de marzo de 2017,50,"Buena comida, pruebe el coco glaseados","Acabamos cenando aquí 3 veces durante nuestra estancia de 1 semana en Santiago de Cuba. Buena selección de comida en el menú, y me encantó el coco glaseados para el postre.",Restaurant
11 de marzo de 2017,50,Mss,"La gente es muy amable, la comida increíble, buena ubicación, lugar precioso servidores uno de los mejores que probé en Santiago de Cuba",Restaurant
7 de marzo de 2017,50,Comida increíble,"Fuimos un par de veces, bien presentado y muy delicioso del pescado a las costillas. Lugar encantador, genial. chefs y camareros genial. Siempre con una sonrisa.",Restaurant
23 de febrero de 2017,50,Comida increíble,"La comida que sirven es definitivamente una de las mejores que probamos en nuestro viaje a través de toda la isla de Cuba. Si estás en Santiago de Cuba, ir y ver el lugar. También para algunas bebidas",Restaurant
15 de febrero de 2017,50,Excelente restaurante!,"He comido en la calle. Pauli varias veces con y sin delegaciones. Es un lugar encantador y el personal es super. La comida es estupenda, los precios son razonables. La mejor parte es de desierto helado de coco. Yumyum! ! ! No te lo pierdas!",Restaurant
8 de febrero de 2017,30,La comida estaba bien para algo los precios ok,"Comí allí 5 o 6 veces. El servicio es lento, la comida es comestible. El queso hamburguesa es buena los cócteles son bien",Restaurant
27 de diciembre de 2016,50,Excelente servicio!,"Fuimos a la parte del restaurante y la discoteca ambas eran excelentes. La comida era deliciosa, las bebidas eran de lujo, especialmente para Cuba y el servicio era genial. Todo el mundo debería verlo.",Restaurant
6 de diciembre de 2016,50,Algo un poco diferente y muy buena relación calidad-precio,"Teníamos que llegar temprano (6. 30), ya que nos dijeron que se llena. La comida era adorable, han hecho un gran esfuerzo para producir algo un poco diferente. El servicio también fue excelente.",Restaurant
22 de octubre de 2016,50,Mejor ropa vieja,"Conveniente ubicación y relación calidad-precio excelente para! El más sabroso y más deliciosamente sirve ropa vieja que probé en Cuba! Mejor para compartir el coco glace, es tan grande y abundante!",Restaurant
6 de junio de 2016,50,Muy bueno volvimos la noche siguiente!,"Excepcional restaurante en Santiago y una de nuestras mejores comidas en Cuba. Extenso menú para Cuba y vinos agradables en oferta. Servicio atento, gran ambiente con murales.",Restaurant
19 de diciembre de 2015,30,Debe haber elegido una mala noche,"Un largo paseo, una larga espera para una presentación comida sabrosa. habría sido mejor si la comida estaba caliente, cuanto antes y con una sonrisa. Nos decepcionó que esto no está a la altura de los comentarios favorables.",Restaurant
8 de diciembre de 2015,50,Mejor comida en Cuba,"Precio decente, buen ambiente y agradable personal inglés difusión. Todos los platos que probamos estaban bien (pide siempre menos sal), algunos excelente y sencillamente no se puede equivocar.",Restaurant
3 de junio de 2015,40,lugar de moda,"Buena comida, este lugar es el lugar para ser visto""se convierte en un bar de club después de las 12 am, buenas bebidas y un agradable gente moderna hace de este un lugar popular conjunto",Restaurant
3 de mayo de 2015,10,Muy decepcionante.,Carne de pollo parecía misterio. Pescado olía mal. El plato de cerdo rallado no tenía mucha carne. La peor comida que tuvimos en nuestros 14 días en Cuba-- y tuvimos varios en restaurantes muy sencillos.,Restaurant
10 de abril de 2015,40,Muy bueno y muy local,"Ambiente muy fría - bueno, comida básica cubana; pollo, frijoles, menú cambiante y cerveza cubana, favorecido por los lugareños, a precios muy razonables.",Restaurant
9 de abril de 2015,50,Almuerzo,"La langosta y costillas era excelente, excelente servicio, ambiente marchoso. Había unos 20 de nosotros como grupo y cada uno disfrutó su almuerzo.",Restaurant
7 de marzo de 2015,40,Pequeña pero buena,"Pregunte los propietarios donde vinieron con el nombre. Una vez que te acostumbras a el hecho de que estás seguro aquí en las calles es un gran lugar para ir. Teníamos un grupo grande, así que nuestro menú era limitado. Pero la comida era muy...Más",Restaurant
1 de marzo de 2015,50,La mejor comida y servicio,"Comimos aquí y la comida era excelente, el servicio y presentación de la comida tan maravillosa. Nos gustó tanto este lugar que nos volvimos para cenar y estaba tan impresionado. Rara vez ir al mismo lugar para el almuerzo y la cena, pero este merece nuestra atención. Nos significaba un par de Francia durante la tarde y la invitó a unirse a nosotros para la cena en este lugar y que también eran bastante impresionado Cualquiera con gravings para buenas sopas calientes es el lugar, pero por supuesto tienen un pollo, cerdo, pescado y ensaladas, y así sus deliciosos postres.",Restaurant
22 de febrero de 2015,10,"uf! ¡Qué terrible, TERRIBLE restaurante!","Una noche cené en St. Pauli Bar Restaurante con temor de Santiago de ser asaltado. Sin embargo, después de entrar en el lugar en el que nos dirigimos hasta el final de un largo pasillo que parecía que estaba en un bar clandestino.  Me senté en un duro asiento de mesa que parecía una en una mesa de picnic. De hecho, la mesa en sí eran pequeñas mesas de picnic. Pedí filete de pollo y una cerveza. Primero, la bonita camarera me sirvió un tazón de sopa muy del aire diluido no deberá exceder de verdura que tenía pocas verduras y una hoja incomible. Luego vino una bruto de ensalada de repollo y tomate, que era apetecible, y mi cerveza. Después ella me sirvió un horrible de Dios ""filete de pollo"", que era difícil y viscosa. Finalmente, ella me trajeron postre: dos bolas de helado de chocolate, que fue el sabor único que tenía.  Dejé el restaurante hambriento. Sabía que nunca volvería otra vez. Os aconsejo evitar este lugar.",Restaurant
19 de enero de 2015,50,"Excelente paladar, en Saco (calle peatonal), cerca de la Plaza de Marte","Terminamos comiendo unas cuantas comidas aquí, y todos ellos estaban muy bien. Zona de comedor abierto, al final de un pasillo que conduce a la calle. Cantidades eran abundantes. Incluso nos dieron cocineros para hacernos un par de abundante sándwiches para llevar con nosotros al aeropuerto el día de la salida.",Restaurant
8 de enero de 2015,50,Buena relación calidad-precio,"La comida en el restaurante St. Pauli en Santiago de Cuba fue la mejor que hemos tenido durante 3 semanas estancia en Cuba. Pero no sólo eso, la comida era excelente, los precios estaban entre los más bajos de Cuba y el servicio era extraordinario. Contrario a muchos otros restaurantes que quiere hacer algo de dinero rápido en el turista, St. Pauli eligió el recto camino ... familia Farrarons ofrece buena comida por precios muy aceptables. Así, estoy seguro que a largo plazo esto. Así que recomiendo encarecidamente el restaurante St. Pauli en Santiago de Cuba.",Restaurant
24 de agosto de 2014,50,Gran lugar!,Este es un restaurante estupendo! La comida es increíble y el servicio es increíble. Me trataron como parte de su familia!. No te digo que la comida era genial? Si no has fue! Me gusta mi visita! Si alguna vez vais a Santiago asegúrate de visitar este restaurante!,Restaurant
7 de marzo de 2015,40,Pequeña pero buena,"Pregunte los propietarios donde vinieron con el nombre. Una vez que te acostumbras a el hecho de que estás seguro aquí en las calles es un gran lugar para ir. Teníamos un grupo grande, así que nuestro menú era limitado. Pero la comida era muy buena y el servicio estupendo. Las mesas celebró cuatro, así que pudimos visitar con nuestros socios de comedor.",Restaurant
14 de junio de 2019,40,"Bueno, pero esperaba algo mas","Buena comida con el precio un poco elevado. Esperaba mas de este sitio, tiene un patio muy bonito, esta bien para pasarlo en familia",Restaurant
2 de septiembre de 2018,50,Uno de los mejores restaurante en Santiago de Cuba,"Estuvimos dos veces por ser tan agradable este restaurante. La entrada es como una casa, pero al fondo tiene un patio muy lindo y la comida es excelente. Sobre todo nos encantan cerdo ahumado y mariscos.",Restaurant
27 de agosto de 2018,50,Muy recomendable,"Este restaurante familiar sorprende por su patio, la buena comida y la amabilidad del servicio. Y todo a un precio correcto para el turista. Además tienen alojamiento, con unas habitaciones cómodas, limpias, con AC y baño completo que permiten convivir con la familia.",Restaurant
28 de julio de 2018,40,Excelente lugar y muy acogedor,"La verdad es un lugar para repetir, la comida sabrosisima, y el servicio super atento, muy bien decorado y con un ambiente familiar, de veras que muy bien logrado. Felicidades",Restaurant
11 de abril de 2018,40,Arroz con mariscos muy aceptable,"Comí el arroz con mariscos, y por el precio que cobran, me sorprendió la cantidad del mismo: camarones en cantidad, langosta y un sabor a mar bastante aceptable. La cantidad más que suficiente como plato único. Bonito patio interior. Servicio atento.",Restaurant
27 de febrero de 2017,50,Lo mejor de Cuba,"Para mi y ""solo"" he ido a Cuba unas 25 veces, es donde mejor he comido con bastante diferencia. La familia encantadora y estas como en casa. Yo siempre que voy a Santiago voy a ver a Aurora.",Restaurant
10 de enero de 2017,50,"Sencillo, pero con excelente comida!","Un lugar bien sencillo, con habitaciones de alquiler y restaurante. Es donde mejor he comido en Santiago. La comida es criolla pero muy bien elaborada y el servicio es bueno. Lo recomiendo.",Restaurant
18 de julio de 2016,50,muy recomendable,"Sitio agradable para comer, con platos ricos, y económicos. Tienen un horario amplio tanto para comidas como para cenas.",Restaurant
14 de julio de 2016,50,Buen restaurante,"Buen restaurante, la ubicación buena pues queda en el centro de la ciudad, el restaurante acogedor queda en el patio de la casa, la comida excelente y el servicio muy bueno.",Restaurant
22 de abril de 2016,50,Felicidades por emprendedores,"Mi felicitación para ustedes como familia, para que sigan trabajando y el Restaurante Aurora siga siendo una buenísima referencia de la gastronomía y el buen trato de los santiagueros. Yuliet",Restaurant
30 de septiembre de 2015,50,Excelente lugar para cenar.,Restaurante excelente con mucha atencion y buena calidad de consumo. Se los recomiendo tanto para compartir en familia como para una cena romantica. La ubicacion es perfecta porque esta en el centro de la ciudad al igual que la atencion de sus empleados y meseros.,Restaurant
21 de septiembre de 2015,30,Regular,Bueno la comida no muy buena faltaban ingredientes ese dia quizás ahora ya lo tengan mas surtido la terraza acogedora pero había bastantes mosquitos ese dia,Restaurant
10 de julio de 2015,40,Casa muy acogedora,"La casa de Aurora es amplia y acogedora, el restaurant está en un patio maravilloso con vegetación tropical y lo más importante es la amabilidad de la anfitriona",Restaurant
9 de abril de 2015,30,LUGAR PINTORESCO,"Lo visitamos por la noche, a la hora de cena, la cena en la terraza es muy agradable con ambiente muy tranquilo, es recomendable visitar este lugar si visitas Santiago de Cuba, le falta una buena barbacoa en la terraza.",Restaurant
12 de marzo de 2015,40,Repetiremos Aurora,"Nos quedamos todos encantados con este lugar, muy acogedor y una maravillosa terracita, al igual los platos además de riquísimos, la presentación buenísima, por parte del personal la atención fué muy profesional, lo recomiendo a todo el mundo.",Restaurant
30 de junio de 2014,40,Un oasis en la ciudad con un servicio excelente,"El restaurante esta en el patio interior de una vivienda, muy acogedor. Nos cayo el diluvio universal durante la comida, pero se desvivieron por darnos el mejor servicio y que estuviésemos confortables. Comida sencilla.",Restaurant
20 de abril de 2014,50,Un lugar muy cálido,"Genial el restaurante Aurora! Un lugar precioso y comidas riquísimas. Altamente recomendable. Y al finalizar de comer, la primera vez que fuimos, una amena e interesante charla con la dueña del lugar.",Restaurant
